pair_id,similarity
00000000,1.000000
00000001,1.000000
00000002,1.000000
00000003,1.000000
00000004,0.000000
00000005,0.000000
00000006,0.000000
00000007,0.000000
00000008,0.000000
00000009,1.000000
00000010,1.000000
00000011,1.000000
00000012,0.000000
00000013,0.000000
00000014,0.000000
00000015,0.000000
00000016,0.000000
00000017,1.000000
00000018,1.000000
00000019,0.000000
00000020,0.000000
00000021,0.000000
00000022,0.000000
00000023,0.000000
00000024,1.000000
00000025,0.000000
00000026,0.000000
00000027,0.000000
00000028,0.000000
00000029,0.000000
00000030,1.000000
00000031,1.000000
00000032,0.000000
00000033,0.000000
00000034,1.000000
00000035,0.000000
00000036,1.000000
00000037,0.000000
00000038,1.000000
00000039,0.000000
00000040,1.000000
00000041,0.000000
00000042,0.000000
00000043,1.000000
00000044,0.000000
00000045,1.000000
00000046,0.000000
00000047,1.000000
00000048,0.000000
00000049,0.000000
00000050,0.000000
00000051,0.000000
00000052,0.000000
00000053,0.000000
00000054,0.000000
00000055,1.000000
00000056,0.000000
00000057,1.000000
00000058,0.000000
00000059,1.000000
00000060,0.000000
00000061,0.000000
00000062,0.000000
00000063,1.000000
00000064,0.000000
00000065,1.000000
00000066,0.000000
00000067,0.000000
00000068,1.000000
00000069,0.000000
00000070,1.000000
00000071,1.000000
00000072,1.000000
00000073,1.000000
00000074,1.000000
00000075,0.000002
00000076,0.016143
00000077,0.000000
00000078,0.000209
00000079,0.000000
00000080,1.000000
00000081,1.000000
00000082,1.000000
00000083,1.000000
00000084,0.000003
00000085,0.016143
00000086,0.000000
00000087,0.000209
00000088,0.000000
00000089,1.000000
00000090,1.000000
00000091,1.000000
00000092,0.000003
00000093,0.016143
00000094,0.000000
00000095,0.000209
00000096,0.000000
00000097,1.000000
00000098,1.000000
00000099,0.000003
00000100,0.016143
00000101,0.000000
00000102,0.000209
00000103,0.000000
00000104,1.000000
00000105,0.000003
00000106,0.016143
00000107,0.000000
00000108,0.000209
00000109,0.000000
00000110,1.000000
00000111,1.000000
00000112,1.000000
00000113,0.000000
00000114,0.000000
00000115,1.000000
00000116,0.000000
00000117,0.000000
00000118,1.000000
00000119,0.000000
00000120,1.000000
00000121,1.000000
00000122,0.000000
00000123,0.000000
00000124,1.000000
00000125,0.000000
00000126,0.000000
00000127,1.000000
00000128,0.000000
00000129,1.000000
00000130,0.000000
00000131,0.000000
00000132,1.000000
00000133,0.000000
00000134,0.000000
00000135,1.000000
00000136,0.000000
00000137,0.000000
00000138,0.000000
00000139,0.000000
00000140,0.000000
00000141,1.000000
00000142,0.000000
00000143,0.000000
00000144,1.000000
00000145,0.000000
00000146,0.000000
00000147,0.000000
00000148,1.000000
00000149,0.000000
00000150,1.000000
00000151,0.000000
00000152,1.000000
00000153,1.000000
00000154,0.000000
00000155,1.000000
00000156,0.000000
00000157,0.000000
00000158,0.000000
00000159,0.000000
00000160,0.000000
00000161,0.000000
00000162,1.000000
00000163,1.000000
00000164,0.000000
00000165,1.000000
00000166,0.000000
00000167,0.000000
00000168,0.000000
00000169,1.000000
00000170,0.000000
00000171,1.000000
00000172,0.000000
00000173,0.000000
00000174,0.000000
00000175,0.000000
00000176,1.000000
00000177,0.000000
00000178,0.000000
00000179,0.000000
00000180,1.000000
00000181,1.000000
00000182,1.000000
00000183,0.000000
00000184,1.000000
00000185,0.000000
00000186,1.000000
00000187,0.000000
00000188,0.000000
00000189,0.000000
00000190,1.000000
00000191,1.000000
00000192,0.000000
00000193,1.000000
00000194,0.000000
00000195,1.000000
00000196,0.000000
00000197,0.000000
00000198,0.000000
00000199,1.000000
00000200,0.000000
00000201,1.000000
00000202,0.000000
00000203,1.000000
00000204,0.000000
00000205,0.000000
00000206,0.000000
00000207,0.000000
00000208,0.000000
00000209,1.000000
00000210,0.000000
00000211,1.000000
00000212,0.000000
00000213,0.000000
00000214,0.000000
00000215,0.000000
00000216,1.000000
00000217,0.000000
00000218,0.000000
00000219,0.000000
00000220,1.000000
00000221,1.000000
00000222,1.000000
00000223,0.000000
00000224,0.000000
00000225,1.000000
00000226,0.000000
00000227,0.000000
00000228,0.000000
00000229,1.000000
00000230,1.000000
00000231,0.000000
00000232,0.000000
00000233,1.000000
00000234,0.000000
00000235,0.000000
00000236,0.000000
00000237,1.000000
00000238,0.000000
00000239,0.000000
00000240,1.000000
00000241,0.000000
00000242,0.000000
00000243,0.000000
00000244,0.000000
00000245,0.000000
00000246,1.000000
00000247,0.000000
00000248,0.000000
00000249,0.000000
00000250,1.000000
00000251,1.000000
00000252,1.000000
00000253,0.000000
00000254,0.000000
00000255,1.000000
00000256,1.000000
00000257,0.000000
00000258,0.000000
00000259,0.000000
00000260,1.000000
00000261,1.000000
00000262,0.000000
00000263,0.000000
00000264,1.000000
00000265,1.000000
00000266,0.000000
00000267,0.000000
00000268,0.000000
00000269,1.000000
00000270,0.000000
00000271,0.000000
00000272,1.000000
00000273,1.000000
00000274,0.000000
00000275,0.000000
00000276,0.000000
00000277,0.000000
00000278,0.000000
00000279,0.000000
00000280,0.000000
00000281,1.000000
00000282,1.000000
00000283,0.000000
00000284,0.000000
00000285,0.000000
00000286,1.000000
00000287,0.000000
00000288,0.000000
00000289,0.000000
00000290,1.000000
00000291,1.000000
00000292,1.000000
00000293,1.000000
00000294,0.000000
00000295,0.000000
00000296,0.511965
00000297,1.000000
00000298,0.000000
00000299,0.000000
00000300,1.000000
00000301,1.000000
00000302,1.000000
00000303,0.000000
00000304,0.000000
00000305,0.511965
00000306,1.000000
00000307,0.000000
00000308,0.000000
00000309,1.000000
00000310,1.000000
00000311,0.000000
00000312,0.000000
00000313,0.511965
00000314,1.000000
00000315,0.000000
00000316,0.000000
00000317,1.000000
00000318,0.000000
00000319,0.000000
00000320,0.511965
00000321,1.000000
00000322,0.000000
00000323,0.000000
00000324,0.000000
00000325,0.000000
00000326,0.511965
00000327,1.000000
00000328,0.000000
00000329,0.000000
00000330,1.000000
00000331,1.000000
00000332,1.000000
00000333,0.000000
00000334,0.000000
00000335,1.000000
00000336,0.000000
00000337,0.000000
00000338,1.000000
00000339,0.000000
00000340,1.000000
00000341,1.000000
00000342,0.000000
00000343,0.000000
00000344,1.000000
00000345,0.000000
00000346,0.000000
00000347,1.000000
00000348,0.000000
00000349,1.000000
00000350,0.000000
00000351,0.000000
00000352,1.000000
00000353,0.000000
00000354,0.000000
00000355,1.000000
00000356,0.000000
00000357,0.000000
00000358,0.000000
00000359,0.000000
00000360,0.000000
00000361,1.000000
00000362,0.000000
00000363,0.000000
00000364,1.000000
00000365,0.000000
00000366,0.000000
00000367,0.000000
00000368,1.000000
00000369,0.000000
00000370,1.000000
00000371,1.000000
00000372,1.000000
00000373,1.000000
00000374,0.000000
00000375,0.000000
00000376,0.000000
00000377,0.000000
00000378,1.000000
00000379,0.000000
00000380,1.000000
00000381,1.000000
00000382,1.000000
00000383,0.000000
00000384,0.000000
00000385,0.000000
00000386,0.000000
00000387,1.000000
00000388,0.000000
00000389,1.000000
00000390,1.000000
00000391,0.000000
00000392,0.000000
00000393,0.000000
00000394,0.000000
00000395,1.000000
00000396,0.000000
00000397,1.000000
00000398,0.000000
00000399,0.000000
00000400,0.000000
00000401,0.000000
00000402,1.000000
00000403,0.000000
00000404,0.000000
00000405,0.000000
00000406,0.000000
00000407,0.000000
00000408,1.000000
00000409,0.000000
00000410,1.000000
00000411,1.000000
00000412,1.000000
00000413,0.000000
00000414,0.000000
00000415,1.000000
00000416,1.000000
00000417,0.000000
00000418,0.000000
00000419,0.000000
00000420,1.000000
00000421,1.000000
00000422,0.000000
00000423,0.000000
00000424,1.000000
00000425,1.000000
00000426,0.000000
00000427,0.000000
00000428,0.000000
00000429,1.000000
00000430,0.000000
00000431,0.000000
00000432,1.000000
00000433,1.000000
00000434,0.000000
00000435,0.000000
00000436,0.000000
00000437,0.000000
00000438,0.000000
00000439,0.000000
00000440,0.000000
00000441,1.000000
00000442,1.000000
00000443,0.000000
00000444,0.000000
00000445,0.000000
00000446,1.000000
00000447,0.000000
00000448,0.000000
00000449,0.000000
00000450,1.000000
00000451,1.000000
00000452,0.000000
00000453,0.000000
00000454,1.000000
00000455,1.000000
00000456,1.000000
00000457,0.000000
00000458,0.000000
00000459,0.000000
00000460,1.000000
00000461,0.000000
00000462,0.000000
00000463,1.000000
00000464,1.000000
00000465,1.000000
00000466,0.000000
00000467,0.000000
00000468,0.000000
00000469,0.000000
00000470,0.000000
00000471,0.000000
00000472,0.000000
00000473,0.000000
00000474,0.000000
00000475,1.000000
00000476,1.000000
00000477,1.000000
00000478,0.000000
00000479,0.000000
00000480,0.000000
00000481,1.000000
00000482,1.000000
00000483,0.000000
00000484,0.000000
00000485,0.000000
00000486,1.000000
00000487,0.000000
00000488,0.000000
00000489,0.000000
00000490,1.000000
00000491,1.000000
00000492,1.000000
00000493,1.000000
00000494,1.000000
00000495,0.000000
00000496,0.000000
00000497,0.000000
00000498,0.000000
00000499,0.000000
00000500,1.000000
00000501,1.000000
00000502,1.000000
00000503,1.000000
00000504,0.000000
00000505,0.000000
00000506,0.000000
00000507,0.000000
00000508,0.000000
00000509,1.000000
00000510,1.000000
00000511,1.000000
00000512,0.000000
00000513,0.000000
00000514,0.000000
00000515,0.000000
00000516,0.000000
00000517,1.000000
00000518,1.000000
00000519,0.000000
00000520,0.000000
00000521,0.000000
00000522,0.000000
00000523,0.000000
00000524,1.000000
00000525,0.000000
00000526,0.000000
00000527,0.000000
00000528,0.000000
00000529,0.000000
00000530,1.000000
00000531,1.000000
00000532,0.000000
00000533,1.000000
00000534,1.000000
00000535,0.000000
00000536,0.000000
00000537,0.000000
00000538,1.000000
00000539,0.000000
00000540,1.000000
00000541,0.000000
00000542,1.000000
00000543,1.000000
00000544,0.000000
00000545,0.000000
00000546,0.000000
00000547,1.000000
00000548,0.000000
00000549,0.000000
00000550,0.000000
00000551,0.000000
00000552,1.000000
00000553,1.000000
00000554,0.000000
00000555,0.000000
00000556,0.000000
00000557,1.000000
00000558,0.000000
00000559,1.000000
00000560,0.000000
00000561,0.000000
00000562,0.000000
00000563,1.000000
00000564,0.000000
00000565,0.000000
00000566,0.000000
00000567,0.000000
00000568,1.000000
00000569,0.000000
00000570,1.000000
00000571,0.000000
00000572,0.000000
00000573,1.000000
00000574,0.000000
00000575,0.000000
00000576,1.000000
00000577,1.000000
00000578,0.000000
00000579,0.000000
00000580,0.000000
00000581,0.000000
00000582,0.000000
00000583,0.000000
00000584,0.000000
00000585,1.000000
00000586,0.000000
00000587,0.000000
00000588,1.000000
00000589,1.000000
00000590,0.000000
00000591,0.000000
00000592,0.000000
00000593,0.000000
00000594,0.000000
00000595,1.000000
00000596,1.000000
00000597,0.000000
00000598,1.000000
00000599,0.000000
00000600,1.000000
00000601,1.000000
00000602,1.000000
00000603,1.000000
00000604,0.000000
00000605,0.000000
00000606,0.000000
00000607,0.000000
00000608,1.000000
00000609,0.000000
00000610,1.000000
00000611,1.000000
00000612,1.000000
00000613,0.000000
00000614,0.000000
00000615,0.000000
00000616,0.000000
00000617,1.000000
00000618,0.000000
00000619,1.000000
00000620,1.000000
00000621,0.000000
00000622,0.000000
00000623,0.000000
00000624,0.000000
00000625,1.000000
00000626,0.000000
00000627,1.000000
00000628,0.000000
00000629,0.000000
00000630,0.000000
00000631,0.000000
00000632,1.000000
00000633,0.000000
00000634,0.000000
00000635,0.000000
00000636,0.000000
00000637,0.000000
00000638,1.000000
00000639,0.000000
00000640,1.000000
00000641,1.000000
00000642,1.000000
00000643,0.000000
00000644,0.000000
00000645,0.000000
00000646,1.000000
00000647,1.000000
00000648,0.000000
00000649,0.000000
00000650,1.000000
00000651,1.000000
00000652,0.000000
00000653,0.000000
00000654,0.000000
00000655,1.000000
00000656,1.000000
00000657,0.000000
00000658,0.000000
00000659,1.000000
00000660,0.000000
00000661,0.000000
00000662,0.000000
00000663,1.000000
00000664,1.000000
00000665,0.000000
00000666,0.000000
00000667,0.000000
00000668,0.000000
00000669,0.000000
00000670,0.000000
00000671,0.000000
00000672,0.000000
00000673,1.000000
00000674,1.000000
00000675,0.000000
00000676,0.000000
00000677,1.000000
00000678,0.000000
00000679,0.000000
00000680,1.000000
00000681,1.000000
00000682,1.000000
00000683,0.000000
00000684,0.000000
00000685,1.000000
00000686,0.000000
00000687,1.000000
00000688,0.000000
00000689,0.000000
00000690,1.000000
00000691,1.000000
00000692,0.000000
00000693,0.000000
00000694,1.000000
00000695,0.000000
00000696,1.000000
00000697,0.000000
00000698,0.000000
00000699,1.000000
00000700,0.000000
00000701,0.000000
00000702,1.000000
00000703,0.000000
00000704,1.000000
00000705,0.000000
00000706,0.000000
00000707,0.000000
00000708,0.000000
00000709,0.000000
00000710,0.000000
00000711,1.000000
00000712,0.000000
