pair_id,similarity
00000000,1.0000002
00000001,0.9970119
00000002,0.9989289
00000003,0.9959128
00000004,0.0013815328
00000005,0.014239306
00000006,6.9910166e-05
00000007,2.0313228e-05
00000008,0.0016058238
00000009,1.0000001
00000010,0.9992228
00000011,0.9995423
00000012,0.0012896343
00000013,0.013691116
00000014,4.6995927e-05
00000015,2.7383844e-06
00000016,0.0015025563
00000017,1.0
00000018,0.9985107
00000019,0.0013267309
00000020,0.01389825
00000021,5.6365236e-05
00000022,1.00781235e-05
00000023,0.0015446258
00000024,1.0000001
00000025,0.0012626529
00000026,0.013447628
00000027,4.7378544e-05
00000028,3.5985447e-06
00000029,0.0014732007
00000030,1.0000001
00000031,0.999822
00000032,0.000596987
00000033,0.0005567749
00000034,0.99966174
00000035,0.00056735915
00000036,0.9997709
00000037,0.000527919
00000038,0.9997754
00000039,0.0005445827
00000040,1.0000002
00000041,0.001977521
00000042,0.0019988166
00000043,0.9995933
00000044,0.0034436607
00000045,0.9996267
00000046,0.0025372237
00000047,0.99982417
00000048,0.0030102422
00000049,0.0018161996
00000050,0.00020648501
00000051,0.0015753771
00000052,0.0017578152
00000053,0.00018775972
00000054,0.0015399716
00000055,1.0000001
00000056,0.0020102018
00000057,0.99952966
00000058,0.0018262268
00000059,0.9997239
00000060,0.0018937244
00000061,0.00018382384
00000062,0.0020745131
00000063,1.0000001
00000064,0.000161226
00000065,0.9996009
00000066,0.00019271341
00000067,0.0017038563
00000068,0.9999999
00000069,0.00188285
00000070,1.0000001
00000071,0.99694633
00000072,0.99899477
00000073,0.9993213
00000074,0.9996749
00000075,5.3480187e-05
00000076,0.6827381
00000077,8.170696e-06
00000078,5.6274835e-06
00000079,3.301671e-06
00000080,0.99999994
00000081,0.9987552
00000082,0.9988036
00000083,0.99639523
00000084,4.8672904e-05
00000085,0.6877049
00000086,6.353778e-06
00000087,4.745639e-06
00000088,3.526282e-06
00000089,0.99999994
00000090,0.9996519
00000091,0.99832714
00000092,4.123927e-05
00000093,0.68472344
00000094,0.0
00000095,0.0
00000096,0.0
00000097,1.0000002
00000098,0.99899805
00000099,5.4715685e-05
00000100,0.6851542
00000101,2.3171413e-05
00000102,2.904181e-06
00000103,8.2234664e-07
00000104,1.0000001
00000105,4.3747095e-05
00000106,0.682494
00000107,0.0
00000108,0.0
00000109,0.0
00000110,1.0
00000111,0.9996196
00000112,0.99844754
00000113,7.7357756e-05
00000114,5.6647845e-05
00000115,0.9994808
00000116,0.00010468833
00000117,5.5140645e-05
00000118,0.99901074
00000119,7.001305e-05
00000120,1.0000001
00000121,0.9974044
00000122,5.6951408e-06
00000123,7.4979994e-07
00000124,0.99976516
00000125,3.2921485e-05
00000126,7.1255397e-07
00000127,0.9996638
00000128,3.7521081e-06
00000129,1.0000001
00000130,1.4228175e-05
00000131,1.2923998e-05
00000132,0.9975195
00000133,4.270151e-05
00000134,1.2372429e-05
00000135,0.9962654
00000136,1.2809386e-05
00000137,4.8168886e-06
00000138,6.5616274e-05
00000139,0.0
00000140,3.9343788e-05
00000141,1.0
00000142,3.1764765e-05
00000143,0.0
00000144,0.99958456
00000145,2.769777e-06
00000146,8.6359185e-05
00000147,4.6212466e-05
00000148,1.0000001
00000149,4.4652774e-05
00000150,0.99999994
00000151,1.7641996e-05
00000152,0.9995398
00000153,0.99769545
00000154,0.0
00000155,0.999598
00000156,2.4276899e-06
00000157,0.0
00000158,3.322914e-07
00000159,1.7590988e-05
00000160,1.732164e-05
00000161,1.7318749e-05
00000162,1.0000001
00000163,0.9959686
00000164,0.0
00000165,0.9994426
00000166,2.4839896e-06
00000167,0.0
00000168,3.3135643e-07
00000169,0.9999999
00000170,0.0
00000171,0.996992
00000172,2.4469814e-06
00000173,0.0
00000174,3.139617e-07
00000175,0.0
00000176,1.0000001
00000177,1.6981307e-06
00000178,0.0
00000179,3.2463203e-07
00000180,1.0
00000181,0.99948144
00000182,0.999323
00000183,0.0016741417
00000184,0.9988352
00000185,0.00085354527
00000186,0.999565
00000187,0.0008289899
00000188,0.00076631014
00000189,0.0012764641
00000190,1.0
00000191,0.99983853
00000192,0.00049325684
00000193,0.99964446
00000194,0.00017402704
00000195,0.99981
00000196,0.00015775916
00000197,0.00017815206
00000198,0.00055461406
00000199,1.0
00000200,0.0008782802
00000201,0.99976254
00000202,0.0004926819
00000203,0.999634
00000204,0.00047214975
00000205,0.00050011417
00000206,0.00092226715
00000207,0.0015737119
00000208,0.0004204604
00000209,1.0
00000210,0.0010741919
00000211,0.999232
00000212,0.0010444558
00000213,0.0010831549
00000214,0.0015969753
00000215,0.000121783756
00000216,1.0000001
00000217,0.000105920095
00000218,0.0001237497
00000219,0.00048521254
00000220,0.99999994
00000221,0.99965644
00000222,0.99929214
00000223,0.00060528936
00000224,0.0005648573
00000225,0.9990356
00000226,0.00055321585
00000227,0.00055155635
00000228,0.00055666646
00000229,1.0
00000230,0.99910873
00000231,0.0023943828
00000232,0.0020965952
00000233,0.9995973
00000234,0.0021769812
00000235,0.0020649899
00000236,0.0021870383
00000237,1.0
00000238,3.5411554e-06
00000239,3.0164221e-05
00000240,0.9989299
00000241,1.2616406e-05
00000242,2.4804347e-05
00000243,1.5979653e-05
00000244,0.004181862
00000245,0.0036228138
00000246,1.0
00000247,0.003827364
00000248,0.0035704002
00000249,0.00383669
00000250,1.0000002
00000251,0.99643785
00000252,0.9968699
00000253,4.805618e-06
00000254,8.4957543e-07
00000255,0.998665
00000256,0.9968226
00000257,1.1017894e-05
00000258,2.362837e-05
00000259,8.093475e-06
00000260,1.0000001
00000261,0.99995035
00000262,0.0002046501
00000263,0.00026161957
00000264,0.9922379
00000265,0.99982154
00000266,0.00024408333
00000267,0.00022055785
00000268,0.00026754953
00000269,1.0
00000270,0.00014506133
00000271,0.00018918395
00000272,0.99294907
00000273,0.9998841
00000274,0.00017700274
00000275,0.00016055201
00000276,0.00019666554
00000277,1.7379047e-05
00000278,4.940318e-05
00000279,1.5640453e-05
00000280,5.2391893e-05
00000281,1.0000001
00000282,0.99266356
00000283,2.410815e-05
00000284,3.573405e-05
00000285,2.0418473e-05
00000286,1.0000001
00000287,6.130601e-05
00000288,7.23639e-05
00000289,5.6199875e-05
00000290,1.0000001
00000291,0.99933773
00000292,0.9964157
00000293,0.99916005
00000294,0.0
00000295,1.2522667e-05
00000296,0.0
00000297,0.9983986
00000298,1.4385051e-05
00000299,6.5230115e-06
00000300,1.0
00000301,0.9962324
00000302,0.9992018
00000303,6.5638774e-06
00000304,1.8973416e-05
00000305,6.5339595e-06
00000306,0.9980129
00000307,2.192715e-05
00000308,1.3590753e-05
00000309,0.9999999
00000310,0.99681646
00000311,0.020676106
00000312,0.02352108
00000313,0.06564739
00000314,0.9944286
00000315,0.026311813
00000316,0.02800467
00000317,0.99999994
00000318,0.0
00000319,1.2040637e-05
00000320,0.0
00000321,0.9966006
00000322,1.41148685e-05
00000323,6.2047266e-06
00000324,0.0013945608
00000325,0.0016137564
00000326,0.007332895
00000327,0.99999994
00000328,0.0019142566
00000329,0.0020896406
00000330,1.0
00000331,0.999269
00000332,0.99924475
00000333,0.0005562998
00000334,0.0013386894
00000335,0.9991294
00000336,0.0006824058
00000337,0.00062805496
00000338,0.99457556
00000339,0.00059849524
00000340,1.0000001
00000341,0.9988509
00000342,0.0017878823
00000343,0.0029911888
00000344,0.99973005
00000345,0.0022003828
00000346,0.0020169644
00000347,0.9933856
00000348,0.0019100998
00000349,0.99999994
00000350,1.7359593e-05
00000351,0.0005678579
00000352,0.9992554
00000353,1.8280887e-05
00000354,1.8356097e-05
00000355,0.99705315
00000356,2.0785601e-05
00000357,0.00050801795
00000358,5.6001536e-06
00000359,0.0011689038
00000360,0.00052917097
00000361,1.0000002
00000362,0.00060141715
00000363,0.0005598519
00000364,0.994786
