pair_id,similarity
00000000,1.0000001
00000001,0.9993235
00000002,0.9994292
00000003,0.99952734
00000004,0.997571
00000005,0.99810076
00000006,0.99769914
00000007,0.99812096
00000008,0.9980085
00000009,0.99999994
00000010,0.9993399
00000011,0.9993513
00000012,0.99696994
00000013,0.99755335
00000014,0.9970675
00000015,0.99763525
00000016,0.9976187
00000017,1.0
00000018,0.99958336
00000019,0.9974921
00000020,0.9980427
00000021,0.99775136
00000022,0.99810296
00000023,0.9981373
00000024,0.99999994
00000025,0.99798226
00000026,0.99846375
00000027,0.998058
00000028,0.9983367
00000029,0.9984382
00000030,1.0
00000031,0.99974763
00000032,0.99810505
00000033,0.9988153
00000034,0.9995455
00000035,0.9979726
00000036,0.9995733
00000037,0.9984494
00000038,0.99957
00000039,0.99811196
00000040,1.0000001
00000041,0.998228
00000042,0.99862564
00000043,0.99920225
00000044,0.998031
00000045,0.9995096
00000046,0.9981219
00000047,0.9995028
00000048,0.99817413
00000049,0.9977999
00000050,0.9979254
00000051,0.9985566
00000052,0.9986289
00000053,0.9985106
00000054,0.9988375
00000055,1.0
00000056,0.9978005
00000057,0.9992095
00000058,0.99839413
00000059,0.99948454
00000060,0.9977914
00000061,0.9979175
00000062,0.9982101
00000063,1.0
00000064,0.99813616
00000065,0.9992378
00000066,0.99810505
00000067,0.99866104
00000068,1.0
00000069,0.9983684
00000070,0.9999999
00000071,0.99961686
00000072,0.9992203
00000073,0.99940455
00000074,0.9994463
00000075,0.99894905
00000076,0.9989804
00000077,0.99847895
00000078,0.99858236
00000079,0.99867105
00000080,1.0000002
00000081,0.9991979
00000082,0.9994375
00000083,0.99944407
00000084,0.998935
00000085,0.99918
00000086,0.99868804
00000087,0.99883026
00000088,0.99885976
00000089,0.9999999
00000090,0.9992769
00000091,0.99931073
00000092,0.99897283
00000093,0.99905217
00000094,0.9988128
00000095,0.9991663
00000096,0.99899185
00000097,1.0000001
00000098,0.99935097
00000099,0.9991386
00000100,0.99916476
00000101,0.9989635
00000102,0.9990894
00000103,0.99920785
00000104,0.99999994
00000105,0.99901915
00000106,0.99938303
00000107,0.9988685
00000108,0.9989148
00000109,0.9988911
00000110,0.9999999
00000111,0.99935293
00000112,0.99903506
00000113,0.998961
00000114,0.99880934
00000115,0.9995347
00000116,0.9987739
00000117,0.9989245
00000118,0.99962443
00000119,0.9987338
00000120,1.0
00000121,0.99939436
00000122,0.99879986
00000123,0.9985602
00000124,0.9994731
00000125,0.9982385
00000126,0.9986172
00000127,0.99949527
00000128,0.9982953
00000129,1.0000001
00000130,0.9984191
00000131,0.998492
00000132,0.9993861
00000133,0.9981418
00000134,0.99841386
00000135,0.99929345
00000136,0.9980445
00000137,0.9990485
00000138,0.9987058
00000139,0.99897665
00000140,0.99860895
00000141,0.99999994
00000142,0.99887323
00000143,0.99901974
00000144,0.9996716
00000145,0.9987505
00000146,0.9985013
00000147,0.99869454
00000148,1.0
00000149,0.99840593
00000150,1.0
00000151,0.99855673
00000152,0.99957854
00000153,0.99966234
00000154,0.99834263
00000155,0.9994539
00000156,0.9985303
00000157,0.9984256
00000158,0.99868464
00000159,0.9984571
00000160,0.9984883
00000161,0.99827814
00000162,1.0
00000163,0.99964637
00000164,0.99845225
00000165,0.9994781
00000166,0.9984168
00000167,0.99834245
00000168,0.9988631
00000169,1.0000001
00000170,0.9986292
00000171,0.9997149
00000172,0.9985161
00000173,0.9984535
00000174,0.9986823
00000175,0.9982915
00000176,1.0000002
00000177,0.9982557
00000178,0.9982083
00000179,0.99853647
00000180,1.0000001
00000181,0.9993602
00000182,0.9996871
00000183,0.9985947
00000184,0.99953073
00000185,0.99855053
00000186,0.9996125
00000187,0.9984914
00000188,0.99845666
00000189,0.998472
00000190,0.99999994
00000191,0.99943906
00000192,0.9980012
00000193,0.99938
00000194,0.9979669
00000195,0.99944687
00000196,0.99802315
00000197,0.99783826
00000198,0.9979837
00000199,1.0000001
00000200,0.99831265
00000201,0.99951816
00000202,0.9982581
00000203,0.9997971
00000204,0.99826837
00000205,0.9981812
00000206,0.9982016
00000207,0.9983916
00000208,0.9983237
00000209,0.99999994
00000210,0.99839056
00000211,0.99946636
00000212,0.9982848
00000213,0.9982256
00000214,0.99813133
00000215,0.99822634
00000216,1.0000001
00000217,0.99833596
00000218,0.998175
00000219,0.99818176
00000220,1.0
00000221,0.99958265
00000222,0.9992751
00000223,0.9983969
00000224,0.99815863
00000225,0.99959546
00000226,0.99846065
00000227,0.99822795
00000228,0.9981535
00000229,1.0000001
00000230,0.9993766
00000231,0.99864846
00000232,0.9984283
00000233,0.9994612
00000234,0.9986588
00000235,0.9984072
00000236,0.9984951
00000237,1.0000001
00000238,0.99880874
00000239,0.9987306
00000240,0.9992034
00000241,0.9988052
00000242,0.99869114
00000243,0.9985905
00000244,0.9980173
00000245,0.9979173
00000246,1.0000001
00000247,0.9981022
00000248,0.9978595
00000249,0.9978384
00000250,1.0
00000251,0.9996326
00000252,0.99962443
00000253,0.9981308
00000254,0.99843365
00000255,0.9997571
00000256,0.9995869
00000257,0.9982952
00000258,0.99803317
00000259,0.99856335
00000260,1.0
00000261,0.9999572
00000262,0.99795264
00000263,0.9983434
00000264,0.9995847
00000265,0.99938345
00000266,0.99818027
00000267,0.99802923
00000268,0.9983732
00000269,0.99999994
00000270,0.99803275
00000271,0.998358
00000272,0.9996626
00000273,0.99942666
00000274,0.9982422
00000275,0.9980909
00000276,0.9984321
00000277,0.9982668
00000278,0.9979874
00000279,0.9984381
00000280,0.99824804
00000281,1.0
00000282,0.9994292
00000283,0.9984051
00000284,0.99814737
00000285,0.9985025
00000286,1.0
00000287,0.99808055
00000288,0.99792737
00000289,0.9985345
00000290,1.0000001
00000291,0.99940234
00000292,0.9997332
00000293,0.9995612
00000294,0.99822485
00000295,0.99757445
00000296,0.9988962
00000297,0.99939245
00000298,0.9975589
00000299,0.9975769
00000300,0.99999994
00000301,0.99958503
00000302,0.9995603
00000303,0.99868554
00000304,0.9981675
00000305,0.99925685
00000306,0.9994442
00000307,0.99809134
00000308,0.99791807
00000309,1.0
00000310,0.9996835
00000311,0.9986032
00000312,0.99802035
00000313,0.9991581
00000314,0.9996108
00000315,0.99800265
00000316,0.9980139
00000317,1.0000001
00000318,0.9984215
00000319,0.9977293
00000320,0.9991766
00000321,0.9996041
00000322,0.99762934
00000323,0.997531
00000324,0.99851424
00000325,0.99783254
00000326,0.99904865
00000327,1.0
00000328,0.9977381
00000329,0.99774575
00000330,1.0000001
00000331,0.9996932
00000332,0.9993739
00000333,0.9974018
00000334,0.99768287
00000335,0.999444
00000336,0.9975484
00000337,0.9972621
00000338,0.999207
00000339,0.9972441
00000340,0.99999994
00000341,0.9993831
00000342,0.99761486
00000343,0.9977282
00000344,0.9993696
00000345,0.9976266
00000346,0.9974011
00000347,0.9992719
00000348,0.9974168
00000349,0.99999994
00000350,0.9978784
00000351,0.9980103
00000352,0.999202
00000353,0.99800307
00000354,0.9976214
00000355,0.99966323
00000356,0.9975797
00000357,0.9971755
00000358,0.99805456
00000359,0.99738586
00000360,0.9981128
00000361,1.0000001
00000362,0.99706876
00000363,0.9968082
00000364,0.9990389
00000365,0.9969281
00000366,0.99830556
00000367,0.9979227
00000368,1.0000001
00000369,0.99781597
00000370,0.99999994
00000371,0.9998243
00000372,0.9998253
00000373,0.9997701
00000374,0.99849313
00000375,0.99866325
00000376,0.99785894
00000377,0.9981419
00000378,0.99955636
00000379,0.9983239
00000380,0.99999994
00000381,0.9999044
00000382,0.9997747
00000383,0.9986088
00000384,0.99869275
00000385,0.99794286
00000386,0.99820703
00000387,0.99959767
00000388,0.9984617
00000389,1.0
00000390,0.99977535
00000391,0.9985968
00000392,0.99875236
00000393,0.99793446
00000394,0.99826735
00000395,0.999649
00000396,0.99844843
00000397,1.0
00000398,0.9985622
00000399,0.99861604
00000400,0.99790525
00000401,0.9980737
00000402,0.99974877
00000403,0.9983135
00000404,0.99812466
00000405,0.99830675
00000406,0.9974952
00000407,0.99765563
00000408,1.0
00000409,0.9979914
00000410,0.99999994
00000411,0.9993253
00000412,0.9994384
00000413,0.9984741
00000414,0.9983688
00000415,0.99948967
00000416,0.9993808
00000417,0.9979805
00000418,0.99866706
00000419,0.99836385
00000420,1.0000001
00000421,0.99931383
00000422,0.99844486
00000423,0.99859726
00000424,0.9996419
00000425,0.99933964
00000426,0.9983608
00000427,0.998441
00000428,0.99856323
00000429,0.99999994
00000430,0.9983433
00000431,0.9982076
00000432,0.99955165
00000433,0.9992607
00000434,0.9980937
00000435,0.9986723
00000436,0.9983001
00000437,0.9982372
00000438,0.9987816
00000439,0.99834085
00000440,0.9986117
00000441,1.0000001
00000442,0.9994247
00000443,0.9980344
00000444,0.99845356
00000445,0.99833834
00000446,1.0
00000447,0.99840057
00000448,0.9988472
00000449,0.9986792
00000450,1.0000001
00000451,0.9995931
00000452,0.9982406
00000453,0.9982399
00000454,0.99977356
00000455,0.99957025
00000456,0.99979764
00000457,0.99792314
00000458,0.9980035
00000459,0.9980071
00000460,1.0
00000461,0.9982319
00000462,0.99820405
00000463,0.9996707
00000464,0.9994656
00000465,0.9996562
00000466,0.9979445
00000467,0.99800164
00000468,0.99788475
00000469,0.9981027
00000470,0.99816847
00000471,0.9981701
00000472,0.99804324
00000473,0.9979744
00000474,0.99819547
00000475,1.0
00000476,0.99963343
00000477,0.999807
00000478,0.9978814
00000479,0.9980179
00000480,0.99777853
00000481,0.99999994
00000482,0.99945194
00000483,0.99786645
00000484,0.99798775
00000485,0.99788177
00000486,0.9999999
00000487,0.9979546
00000488,0.9980635
00000489,0.9979126
00000490,1.0000001
00000491,0.9994909
00000492,0.99915147
00000493,0.99935544
00000494,0.9991605
00000495,0.9977368
00000496,0.9979538
00000497,0.99812585
00000498,0.9976067
00000499,0.99848795
00000500,1.0
00000501,0.99948245
00000502,0.9994955
00000503,0.99946404
00000504,0.99751854
00000505,0.99790764
00000506,0.9979862
00000507,0.9976129
00000508,0.99830943
00000509,0.9999998
00000510,0.99900764
00000511,0.99932057
00000512,0.99761283
00000513,0.99793327
00000514,0.997817
00000515,0.9975617
00000516,0.99814117
00000517,0.9999999
00000518,0.9996153
00000519,0.99758005
00000520,0.9981576
00000521,0.99834704
00000522,0.99796575
00000523,0.9984372
00000524,1.0
00000525,0.9973676
00000526,0.99807346
00000527,0.997893
00000528,0.9975926
00000529,0.99804455
00000530,1.0
00000531,0.99943554
00000532,0.9984719
00000533,0.99944973
00000534,0.9996656
00000535,0.9988888
00000536,0.9982327
00000537,0.99843013
00000538,0.9996546
00000539,0.9984236
00000540,1.0
00000541,0.9982836
00000542,0.9994177
00000543,0.999556
00000544,0.9986666
00000545,0.9980657
00000546,0.9982668
00000547,0.9996417
00000548,0.9982965
00000549,0.9978839
00000550,0.99836826
00000551,0.998484
00000552,0.9999999
00000553,0.999643
00000554,0.99849844
00000555,0.9978599
00000556,0.9980184
00000557,0.9995146
00000558,0.99793696
00000559,0.9999999
00000560,0.9987922
00000561,0.99800307
00000562,0.9982682
00000563,0.99971
00000564,0.99819046
00000565,0.99890167
00000566,0.9981939
00000567,0.99836236
00000568,0.9999999
00000569,0.9984287
00000570,0.9999999
00000571,0.9980273
00000572,0.99808586
00000573,0.9998853
00000574,0.9982458
00000575,0.9980202
00000576,0.9997053
00000577,0.9995347
00000578,0.9979443
00000579,0.99817944
00000580,0.99789596
00000581,0.9978484
00000582,0.9980979
00000583,0.99787176
00000584,0.99807906
00000585,0.9999998
00000586,0.9983433
00000587,0.99812776
00000588,0.999691
00000589,0.999437
00000590,0.99807477
00000591,0.998151
00000592,0.9980416
00000593,0.99782276
00000594,0.9978133
00000595,0.99999994
00000596,0.99933374
00000597,0.9977222
00000598,1.0
00000599,0.9976411
00000600,1.0000001
00000601,0.9995605
00000602,0.9994224
00000603,0.9996881
00000604,0.99792635
00000605,0.99787164
00000606,0.9979642
00000607,0.9978387
00000608,0.9996786
00000609,0.9983123
00000610,0.99999994
00000611,0.99932915
00000612,0.99959385
00000613,0.9983679
00000614,0.9982246
00000615,0.9983845
00000616,0.99834555
00000617,0.99963474
00000618,0.99858916
00000619,0.9999999
00000620,0.9994273
00000621,0.9983297
00000622,0.9982557
00000623,0.9983722
00000624,0.99831796
00000625,0.9997432
00000626,0.9987298
