pair_id,similarity
00000000,1.000000
00000001,0.998880
00000002,0.999980
00000003,0.999998
00000004,0.000000
00000005,0.000000
00000006,0.000000
00000007,0.000000
00000008,0.000000
00000009,1.000000
00000010,0.999107
00000011,0.998850
00000012,0.000000
00000013,0.000000
00000014,0.000000
00000015,0.000000
00000016,0.000000
00000017,1.000000
00000018,0.999981
00000019,0.000000
00000020,0.000000
00000021,0.000000
00000022,0.000000
00000023,0.000000
00000024,1.000000
00000025,0.000000
00000026,0.000000
00000027,0.000000
00000028,0.000000
00000029,0.000000
00000030,1.000000
00000031,0.999994
00000032,0.000000
00000033,0.000000
00000034,0.999999
00000035,0.000000
00000036,0.999998
00000037,0.000000
00000038,0.999986
00000039,0.000000
00000040,1.000000
00000041,0.000000
00000042,0.000000
00000043,0.999991
00000044,0.000000
00000045,0.999987
00000046,0.000000
00000047,0.999964
00000048,0.000000
00000049,0.000028
00000050,0.000000
00000051,0.000001
00000052,0.000029
00000053,0.000000
00000054,0.000001
00000055,1.000000
00000056,0.000028
00000057,0.999998
00000058,0.000028
00000059,0.999988
00000060,0.000028
00000061,0.000000
00000062,0.000001
00000063,1.000000
00000064,0.000000
00000065,0.999993
00000066,0.000000
00000067,0.000001
00000068,1.000000
00000069,0.000001
00000070,1.000000
00000071,0.999997
00000072,0.999984
00000073,0.999219
00000074,0.993594
00000075,0.000000
00000076,0.000000
00000077,0.000000
00000078,0.000000
00000079,0.000000
00000080,1.000000
00000081,0.999993
00000082,0.999114
00000083,0.993356
00000084,0.000000
00000085,0.000000
00000086,0.000000
00000087,0.000000
00000088,0.000000
00000089,1.000000
00000090,0.998981
00000091,0.993001
00000092,0.000000
00000093,0.000000
00000094,0.000000
00000095,0.000000
00000096,0.000000
00000097,1.000000
00000098,0.997316
00000099,0.000000
00000100,0.000000
00000101,0.000000
00000102,0.000000
00000103,0.000000
00000104,1.000000
00000105,0.000000
00000106,0.000000
00000107,0.000000
00000108,0.000000
00000109,0.000000
00000110,1.000000
00000111,0.999999
00000112,0.999996
00000113,0.000000
00000114,0.000000
00000115,0.999727
00000116,0.000000
00000117,0.000000
00000118,0.999986
00000119,0.000000
00000120,1.000000
00000121,0.999999
00000122,0.000000
00000123,0.000000
00000124,0.999692
00000125,0.000000
00000126,0.000000
00000127,0.999992
00000128,0.000000
00000129,1.000000
00000130,0.000000
00000131,0.000000
00000132,0.999658
00000133,0.000000
00000134,0.000000
00000135,0.999996
00000136,0.000000
00000137,0.000000
00000138,0.000000
00000139,0.000000
00000140,0.000000
00000141,1.000000
00000142,0.000000
00000143,0.000000
00000144,0.999596
00000145,0.000000
00000146,0.000000
00000147,0.000000
00000148,1.000000
00000149,0.000000
00000150,1.000000
00000151,0.000000
00000152,0.999999
00000153,0.999999
00000154,0.000000
00000155,0.999992
00000156,0.000000
00000157,0.000000
00000158,0.000000
00000159,0.000000
00000160,0.000000
00000161,0.000000
00000162,1.000000
00000163,1.000000
00000164,0.000000
00000165,0.999991
00000166,0.000000
00000167,0.000000
00000168,0.000000
00000169,1.000000
00000170,0.000000
00000171,0.999993
00000172,0.000000
00000173,0.000000
00000174,0.000000
00000175,0.000000
00000176,1.000000
00000177,0.000000
00000178,0.000000
00000179,0.000000
00000180,1.000000
00000181,0.999965
00000182,0.999993
00000183,0.000002
00000184,0.999920
00000185,0.000002
00000186,0.999951
00000187,0.000002
00000188,0.000002
00000189,0.000002
00000190,1.000000
00000191,0.999967
00000192,0.000000
00000193,0.999989
00000194,0.000000
00000195,0.999998
00000196,0.000000
00000197,0.000000
00000198,0.000000
00000199,1.000000
00000200,0.000001
00000201,0.999925
00000202,0.000001
00000203,0.999952
00000204,0.000001
00000205,0.000001
00000206,0.000001
00000207,0.000000
00000208,0.000000
00000209,1.000000
00000210,0.000000
00000211,0.999993
00000212,0.000000
00000213,0.000000
00000214,0.000000
00000215,0.000000
00000216,1.000000
00000217,0.000000
00000218,0.000000
00000219,0.000000
00000220,1.000000
00000221,0.999971
00000222,0.997312
00000223,0.000006
00000224,0.000015
00000225,0.999997
00000226,0.000008
00000227,0.000016
00000228,0.000010
00000229,1.000000
00000230,0.996844
00000231,0.000277
00000232,0.000517
00000233,0.999978
00000234,0.000368
00000235,0.000514
00000236,0.000426
00000237,1.000000
00000238,0.000000
00000239,0.000000
00000240,0.997193
00000241,0.000000
00000242,0.000000
00000243,0.000000
00000244,0.000001
00000245,0.000002
00000246,1.000000
00000247,0.000001
00000248,0.000002
00000249,0.000001
00000250,1.000000
00000251,0.999996
00000252,0.999993
00000253,0.000001
00000254,0.000001
00000255,0.999999
00000256,0.997053
00000257,0.000001
00000258,0.000001
00000259,0.000001
00000260,1.000000
00000261,1.000000
00000262,0.000000
00000263,0.000000
00000264,0.999996
00000265,0.997238
00000266,0.000000
00000267,0.000000
00000268,0.000000
00000269,1.000000
00000270,0.000000
00000271,0.000000
00000272,0.999994
00000273,0.997309
00000274,0.000000
00000275,0.000000
00000276,0.000000
00000277,0.000000
00000278,0.000000
00000279,0.000000
00000280,0.000000
00000281,1.000000
00000282,0.997066
00000283,0.000000
00000284,0.000000
00000285,0.000000
00000286,1.000000
00000287,0.000000
00000288,0.000000
00000289,0.000000
00000290,1.000000
00000291,0.999986
00000292,0.993054
00000293,0.999879
00000294,0.000000
00000295,0.000000
00000296,0.000000
00000297,0.999997
00000298,0.000000
00000299,0.000000
00000300,1.000000
00000301,0.993633
