pair_id,similarity
00000000,1.0
00000001,0.99702656
00000002,0.99634445
00000003,0.996418
00000004,0.99618506
00000005,0.9930569
00000006,0.996894
00000007,0.99402523
00000008,0.9955501
00000009,0.9999999
00000010,0.998107
00000011,0.99529797
00000012,0.99324375
00000013,0.9896933
00000014,0.99500877
00000015,0.98952943
00000016,0.99197453
00000017,1.0000001
00000018,0.9954953
00000019,0.9957792
00000020,0.9949182
00000021,0.9971565
00000022,0.9933257
00000023,0.9955887
00000024,1.0
00000025,0.99311376
00000026,0.99085444
00000027,0.99419665
00000028,0.9914925
00000029,0.994173
00000030,0.9999998
00000031,0.9993737
00000032,0.989814
00000033,0.9891931
00000034,0.9971608
00000035,0.99213505
00000036,0.9942601
00000037,0.9964639
00000038,0.9981981
00000039,0.9953356
00000040,0.99999994
00000041,0.99147743
00000042,0.99073696
00000043,0.99764687
00000044,0.99371994
00000045,0.99416906
00000046,0.9967819
00000047,0.9980302
00000048,0.99589264
00000049,0.99213254
00000050,0.99515134
00000051,0.98846614
00000052,0.99212444
00000053,0.99151015
00000054,0.9891022
00000055,0.99999994
00000056,0.9944116
00000057,0.9911805
00000058,0.99619484
00000059,0.9937734
00000060,0.99349785
00000061,0.99455255
00000062,0.99136746
00000063,1.0000001
00000064,0.9960354
00000065,0.9944678
00000066,0.9986707
00000067,0.99488264
00000068,0.9999999
00000069,0.9958441
00000070,0.99999994
00000071,0.98786974
00000072,0.995038
00000073,0.9774907
00000074,0.99210566
00000075,0.9956502
00000076,0.98819834
00000077,0.9962895
00000078,0.99720955
00000079,0.99559796
00000080,0.9999999
00000081,0.98221505
00000082,0.94381
00000083,0.99511105
00000084,0.9894694
00000085,0.99811655
00000086,0.99340963
00000087,0.98637176
00000088,0.9887302
00000089,1.0
00000090,0.97846264
00000091,0.9881837
00000092,0.9898021
00000093,0.98490363
00000094,0.9923211
00000095,0.99399966
00000096,0.9917624
00000097,1.0
00000098,0.9610615
00000099,0.976706
00000100,0.9478099
00000101,0.9702122
00000102,0.97931117
00000103,0.97817504
00000104,0.99999994
00000105,0.99388397
00000106,0.9969765
00000107,0.9976351
00000108,0.99271077
00000109,0.9956367
00000110,1.0000002
00000111,0.9941356
00000112,0.9636822
00000113,0.98803437
00000114,0.9855998
00000115,0.99932104
00000116,0.9909757
00000117,0.9750352
00000118,0.99608254
00000119,0.99450254
00000120,1.0000001
00000121,0.9845845
00000122,0.9979327
00000123,0.9971192
00000124,0.9958967
00000125,0.9980113
00000126,0.99147326
00000127,0.9977882
00000128,0.9974778
00000129,1.0
00000130,0.9914233
00000131,0.99328995
00000132,0.9689403
00000133,0.98884463
00000134,0.9964751
00000135,0.98070306
00000136,0.98331475
00000137,0.9914202
00000138,0.9968232
00000139,0.98913354
00000140,0.995282
00000141,0.9999999
00000142,0.9937236
00000143,0.9797691
00000144,0.9974834
00000145,0.9962553
00000146,0.9983711
00000147,0.98924184
00000148,1.0000001
00000149,0.9996525
00000150,1.0000001
00000151,0.9951572
00000152,0.9919572
00000153,0.9974105
00000154,0.99214524
00000155,0.9885672
00000156,0.9979368
00000157,0.9932058
00000158,0.9913972
00000159,0.99808174
00000160,0.9938485
00000161,0.9822131
00000162,1.0
00000163,0.9907252
00000164,0.9993783
00000165,0.9784077
00000166,0.994136
00000167,0.9987072
00000168,0.99961936
00000169,1.0
00000170,0.9902459
00000171,0.98781955
00000172,0.9951929
00000173,0.9912063
00000174,0.9902299
00000175,0.98011845
00000176,1.0
00000177,0.98962885
00000178,0.9782361
00000179,0.97641206
00000180,0.9999998
00000181,0.9923362
00000182,0.99411845
00000183,0.99561405
00000184,0.99187964
00000185,0.9941369
00000186,0.9955455
00000187,0.99436027
00000188,0.9936358
00000189,0.99537843
00000190,1.0000002
00000191,0.98979473
00000192,0.99371254
00000193,0.9963548
00000194,0.99564743
00000195,0.9932879
00000196,0.9861609
00000197,0.9977956
00000198,0.99331355
00000199,0.99999994
00000200,0.9899479
00000201,0.9936664
00000202,0.99455065
00000203,0.9984382
00000204,0.9886726
