pair_id,similarity
00000000,1.0000002
00000001,0.98702395
00000002,0.99067706
00000003,0.99187154
00000004,0.9776266
00000005,0.97028536
00000006,0.97120976
00000007,0.97138244
00000008,0.97375166
00000009,0.9999999
00000010,0.99024546
00000011,0.9904364
00000012,0.9742329
00000013,0.967584
00000014,0.96818435
00000015,0.96904343
00000016,0.97232544
00000017,1.0000001
00000018,0.9920918
00000019,0.98124504
00000020,0.9738604
00000021,0.97646606
00000022,0.9768538
00000023,0.9786478
00000024,0.9999999
00000025,0.98053414
00000026,0.9733505
00000027,0.9740948
00000028,0.97393894
00000029,0.9775525
00000030,0.99999994
00000031,0.9963295
00000032,0.96811265
00000033,0.9719365
00000034,0.9938305
00000035,0.9662291
00000036,0.9924721
00000037,0.9669297
00000038,0.99414575
00000039,0.97180396
00000040,1.0000002
00000041,0.96861285
00000042,0.97088706
00000043,0.9914516
00000044,0.9668634
00000045,0.99195105
00000046,0.9660317
00000047,0.99266726
00000048,0.9721597
00000049,0.9660113
00000050,0.9694507
00000051,0.96940094
00000052,0.9701422
00000053,0.97195095
00000054,0.9718992
00000055,0.9999999
00000056,0.96422327
00000057,0.99028647
00000058,0.96611184
00000059,0.99269617
00000060,0.9681763
00000061,0.96492445
00000062,0.96791446
00000063,1.0000001
00000064,0.9663742
00000065,0.9916368
00000066,0.972773
00000067,0.96935225
00000068,1.0
00000069,0.97151494
00000070,0.99999994
00000071,0.99204487
00000072,0.99005675
00000073,0.9915019
00000074,0.989928
00000075,0.9723645
00000076,0.9775837
00000077,0.96817696
00000078,0.97157276
00000079,0.9724108
00000080,1.0000001
00000081,0.98990214
00000082,0.9931475
00000083,0.99015725
00000084,0.97385186
00000085,0.98071325
00000086,0.9704106
00000087,0.97391474
00000088,0.9744443
00000089,1.0000001
00000090,0.99181473
00000091,0.98880434
00000092,0.9720934
00000093,0.9774946
00000094,0.96826684
00000095,0.9744678
00000096,0.97460914
00000097,1.0
00000098,0.9887508
00000099,0.97289294
00000100,0.97957885
00000101,0.97034377
00000102,0.97462904
00000103,0.9760405
00000104,1.0
00000105,0.9680691
00000106,0.9766268
00000107,0.968013
00000108,0.9708724
00000109,0.9716443
00000110,0.9999999
00000111,0.99411917
00000112,0.9924614
00000113,0.9755244
00000114,0.9769805
00000115,0.9924997
00000116,0.98209554
00000117,0.9759305
00000118,0.99283004
00000119,0.9840084
00000120,1.0000001
00000121,0.9925299
00000122,0.9725032
00000123,0.974448
00000124,0.99085176
00000125,0.9780864
00000126,0.9728396
00000127,0.9926351
